fluxdate    fluxtime    fluxjulian    fluxcarrington  fluxobsflux  fluxadjflux  fluxursi  
20100312    170000      2455268.197   2094.503        0088.5       0087.4       0078.7    
20100312    200000      2455268.322   2094.508        0089.6       0088.5       0079.7    
20100312    230000      2455268.447   2094.512        0086.9       0085.9       0077.3    
20100313    170000      2455269.197   2094.540        0091.2       0090.1       0081.1    
20100313    200000      2455269.322   2094.545        0091.8       0090.7       0081.6    
20100313    230000      2455269.447   2094.549        0090.3       0089.2       0080.3    
20100314    170000      2455270.197   2094.577        0090.3       0089.3       0080.4    
20100314    200000      2455270.322   2094.581        0089.4       0088.3       0079.5    
20100314    230000      2455270.447   2094.586        0086.7       0085.7       0077.2    
20100315    170000      2455271.197   2094.613        0088.3       0087.3       0078.6    
20100315    200000      2455271.322   2094.618        0086.4       0085.5       0077.0    
20100315    230000      2455271.447   2094.622        0084.9       0084.0       0075.6    
20100316    170000      2455272.197   2094.650        0085.5       0084.6       0076.2    
20100316    200000      2455272.322   2094.655        0085.2       0084.3       0075.9    
20100316    230000      2455272.447   2094.659        0083.6       0082.8       0074.5    
20100317    170000      2455273.197   2094.687        0087.4       0086.5       0077.9    
20100317    200000      2455273.322   2094.691        0086.7       0085.9       0077.3    
20100317    230000      2455273.447   2094.696        0086.1       0085.3       0076.8    
20100318    170000      2455274.197   2094.723        0086.5       0085.7       0077.2    
20100318    200000      2455274.322   2094.728        0085.8       0085.0       0076.5    
20100318    230000      2455274.447   2094.732        0084.1       0083.4       0075.0    
20100319    170000      2455275.197   2094.760        0083.4       0082.7       0074.4    
20100319    200000      2455275.322   2094.765        0084.4       0083.7       0075.3    
20100319    230000      2455275.447   2094.769        0083.9       0083.1       0074.8    
20100320    170000      2455276.197   2094.797        0083.3       0082.6       0074.4    
20100320    200000      2455276.322   2094.801        0083.5       0082.8       0074.5    
20100320    230000      2455276.447   2094.806        0083.4       0082.7       0074.4    
20100321    170000      2455277.197   2094.833        0085.3       0084.7       0076.2    
20100321    200000      2455277.322   2094.838        0084.8       0084.1       0075.7    
20100321    230000      2455277.447   2094.842        0083.5       0082.9       0074.6    
20100322    170000      2455278.197   2094.870        0082.4       0081.8       0073.7    
20100322    200000      2455278.322   2094.875        0082.5       0081.9       0073.7    
20100322    230000      2455278.447   2094.879        0080.5       0079.9       0071.9    
20100323    170000      2455279.197   2094.907        0082.5       0081.9       0073.7    
20100323    200000      2455279.322   2094.911        0083.9       0083.3       0075.0    
20100323    230000      2455279.447   2094.916        0081.4       0080.9       0072.8    
20100324    170000      2455280.197   2094.943        0083.9       0083.4       0075.1    
20100324    200000      2455280.322   2094.948        0084.4       0083.9       0075.5    
20100324    230000      2455280.447   2094.952        0084.0       0083.6       0075.2    
20100325    170000      2455281.197   2094.980        0088.4       0087.9       0079.1    
20100325    200000      2455281.322   2094.984        0087.6       0087.1       0078.4    
20100325    230000      2455281.447   2094.989        0086.4       0085.9       0077.3    
20100326    170000      2455282.197   2095.017        0084.4       0084.0       0075.6    
20100326    200000      2455282.322   2095.021        0085.9       0085.5       0077.0    
20100326    230000      2455282.447   2095.026        0085.5       0085.1       0076.6    
20100327    170000      2455283.197   2095.053        0087.7       0087.4       0078.6    
20100327    200000      2455283.322   2095.058        0088.1       0087.8       0079.0    
20100327    230000      2455283.447   2095.062        0085.8       0085.5       0076.9    
20100328    170000      2455284.197   2095.090        0085.7       0085.4       0076.9    
20100328    200000      2455284.322   2095.094        0086.0       0085.7       0077.2    
20100328    230000      2455284.447   2095.099        0084.5       0084.2       0075.8    
20100329    170000      2455285.197   2095.127        0083.6       0083.3       0075.0    
20100329    200000      2455285.322   2095.131        0083.2       0082.9       0074.6    
20100329    230000      2455285.447   2095.136        0082.5       0082.3       0074.0    
20100330    170000      2455286.197   2095.163        0083.3       0083.1       0074.8    
20100330    200000      2455286.322   2095.168        0082.8       0082.6       0074.3    
20100330    230000      2455286.447   2095.172        0081.6       0081.4       0073.2    
20100331    170000      2455287.197   2095.200        0080.8       0080.6       0072.6    
20100331    200000      2455287.322   2095.204        0081.0       0080.9       0072.8    
20100331    230000      2455287.447   2095.209        0078.7       0078.6       0070.7    
20100401    170000      2455288.197   2095.237        0079.2       0079.1       0071.2    
20100401    200000      2455288.322   2095.241        0079.2       0079.1       0071.2    
20100401    230000      2455288.447   2095.246        0077.4       0077.3       0069.6    
20100402    170000      2455289.197   2095.273        0076.4       0076.3       0068.7    
20100402    200000      2455289.322   2095.278        0076.2       0076.1       0068.5    
20100402    230000      2455289.447   2095.282        0076.8       0076.8       0069.1    
20100403    170000      2455290.197   2095.310        0078.9       0078.9       0071.0    
20100403    200000      2455290.322   2095.314        0077.4       0077.4       0069.7    
20100403    230000      2455290.447   2095.319        0077.8       0077.8       0070.0    
20100404    170000      2455291.197   2095.347        0077.4       0077.4       0069.7    
20100404    200000      2455291.322   2095.351        0078.7       0078.7       0070.9    
20100404    230000      2455291.447   2095.356        0077.5       0077.6       0069.8    
20100405    170000      2455292.197   2095.383        0078.9       0078.9       0071.0    
20100405    200000      2455292.322   2095.388        0079.3       0079.3       0071.4    
20100405    230000      2455292.447   2095.392        0078.9       0078.9       0071.1    
20100406    170000      2455293.197   2095.420        0078.5       0078.6       0070.8    
20100406    200000      2455293.322   2095.424        0077.5       0077.7       0069.9    
20100406    230000      2455293.447   2095.429        0076.6       0076.7       0069.0    
20100407    170000      2455294.197   2095.457        0076.5       0076.6       0069.0    
20100407    200000      2455294.322   2095.461        0076.3       0076.5       0068.8    
20100407    230000      2455294.447   2095.466        0076.0       0076.2       0068.6    
20100408    170000      2455295.197   2095.493        0076.8       0077.0       0069.3    
20100408    200000      2455295.322   2095.498        0075.7       0075.9       0068.3    
20100408    230000      2455295.447   2095.502        0075.3       0075.5       0068.0    
20100409    170000      2455296.197   2095.530        0075.8       0076.1       0068.4    
